因子,方向,净值
"turnover_rate_20,k_indicator_20","true,false",3.737006902694702148437500000000000000000000000000000000000000000000000000000000000000000000000000000000
"Popularity_Index_20,alpha150","true,true",3.732373237609863281250000000000000000000000000000000000000000000000000000000000000000000000000000000000
"涨跌幅_std_20,涨跌幅_mean_20","false,false",3.645287275314331054687500000000000000000000000000000000000000000000000000000000000000000000000000000000
"emv_10,alpha150","false,true",4.089158535003662109375000000000000000000000000000000000000000000000000000000000000000000000000000000000
"d_indicator_20,On_balance_value","false,false",3.842446565628051757812500000000000000000000000000000000000000000000000000000000000000000000000000000000
"d_indicator_20,pb_ratio","false,false",3.927911996841430664062500000000000000000000000000000000000000000000000000000000000000000000000000000000
"k_indicator_20,alpha150","false,true",4.546885967254638671875000000000000000000000000000000000000000000000000000000000000000000000000000000000
"alpha150,emv_20","true,false",4.751333236694335937500000000000000000000000000000000000000000000000000000000000000000000000000000000000
"d_indicator_10,涨跌幅_std_20","false,false",3.598879337310791015625000000000000000000000000000000000000000000000000000000000000000000000000000000000
"k_indicator_20,成交额_mean_5","false,true",3.599574089050292968750000000000000000000000000000000000000000000000000000000000000000000000000000000000
"eri_low_10,涨跌幅_std_20","false,false",4.041653633117675781250000000000000000000000000000000000000000000000000000000000000000000000000000000000
"alpha150,涨跌幅_mean_10","true,false",4.413968086242675781250000000000000000000000000000000000000000000000000000000000000000000000000000000000
"eri_high_20,alpha150","false,true",3.721672058105468750000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"k_indicator_10,alpha150","false,true",4.181689262390136718750000000000000000000000000000000000000000000000000000000000000000000000000000000000
"eri_high_10,alpha150","false,true",5.086260318756103515625000000000000000000000000000000000000000000000000000000000000000000000000000000000
"成交额_std_5,涨跌幅_20","true,false",3.831234931945800781250000000000000000000000000000000000000000000000000000000000000000000000000000000000
"peg,alpha150","false,true",3.734588861465454101562500000000000000000000000000000000000000000000000000000000000000000000000000000000
"alpha150,j_indicator_10","true,false",3.539366722106933593750000000000000000000000000000000000000000000000000000000000000000000000000000000000
"pb_ratio,涨跌幅_mean_10","false,false",3.687025785446166992187500000000000000000000000000000000000000000000000000000000000000000000000000000000
"interest_income_coverage,涨跌幅_mean_20","true,false",3.710281133651733398437500000000000000000000000000000000000000000000000000000000000000000000000000000000
"bais_10,alpha150","false,true",4.344885349273681640625000000000000000000000000000000000000000000000000000000000000000000000000000000000
"pb_ratio,k_indicator_10","false,false",3.713859796524047851562500000000000000000000000000000000000000000000000000000000000000000000000000000000
"fund_size_neutral,emv_10","true,false",3.709392786026000976562500000000000000000000000000000000000000000000000000000000000000000000000000000000
"alpha150,涨跌幅_mean_20","true,false",5.306976795196533203125000000000000000000000000000000000000000000000000000000000000000000000000000000000
