因子,方向
"['fund_size_neutral', 'j_indicator_5', '涨跌幅_mean_20']","['true', 'true', 'false']"
"['fund_size_neutral', 'j_indicator_5', 'close']","['true', 'true', 'false']"
"['fund_size_neutral', 'j_indicator_10', 'j_indicator_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_10', 'investment_income_coverage']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_10', 'interest_income_coverage']","['true', 'false', 'true']"
"['fund_size_neutral', 'j_indicator_10', 'profit_margin']","['true', 'false', 'true']"
"['fund_size_neutral', 'j_indicator_10', 'peg']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_10', 'eps']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_10', 'expense_coverage_ratio']","['true', 'false', 'true']"
"['fund_size_neutral', 'j_indicator_10', 'roa']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_10', 'debt_to_equity_ratio']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_10', 'roe']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_10', 'pb_ratio']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_10', 'pe_ratio']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_10', '成交额_std_5']","['true', 'false', 'true']"
"['fund_size_neutral', 'j_indicator_10', 'Stochastic_K_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_10', 'Volume_Ratio_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_10', 'MeanAmplitude_5']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_10', '成交额_mean_5']","['true', 'false', 'true']"
"['fund_size_neutral', 'j_indicator_10', 'On_balance_value']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_10', 'Popularity_Index_20']","['true', 'false', 'true']"
"['fund_size_neutral', 'j_indicator_10', 'K线长度_max_20']","['true', 'false', 'true']"
"['fund_size_neutral', 'j_indicator_10', '成交额_std_10']","['true', 'false', 'true']"
"['fund_size_neutral', 'j_indicator_10', 'bais_5']","['true', 'false', 'true']"
"['fund_size_neutral', 'j_indicator_10', 'bais_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_10', 'bais_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_10', '涨跌幅_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_10', '涨跌幅_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_10', '量价相关系数_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_10', 'alpha150']","['true', 'false', 'true']"
"['fund_size_neutral', 'j_indicator_10', '涨跌幅_std_5']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_10', '涨跌幅_std_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_10', '涨跌幅_std_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_10', '涨跌幅_mean_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_10', '涨跌幅_mean_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_10', 'close']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_20', 'investment_income_coverage']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_20', 'interest_income_coverage']","['true', 'false', 'true']"
"['fund_size_neutral', 'j_indicator_20', 'profit_margin']","['true', 'false', 'true']"
"['fund_size_neutral', 'j_indicator_20', 'peg']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_20', 'eps']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_20', 'expense_coverage_ratio']","['true', 'false', 'true']"
"['fund_size_neutral', 'j_indicator_20', 'roa']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_20', 'debt_to_equity_ratio']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_20', 'roe']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_20', 'pb_ratio']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_20', 'pe_ratio']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_20', '成交额_std_5']","['true', 'false', 'true']"
"['fund_size_neutral', 'j_indicator_20', 'Stochastic_K_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_20', 'Volume_Ratio_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_20', 'MeanAmplitude_5']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_20', '成交额_mean_5']","['true', 'false', 'true']"
"['fund_size_neutral', 'j_indicator_20', 'On_balance_value']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_20', 'Popularity_Index_20']","['true', 'false', 'true']"
"['fund_size_neutral', 'j_indicator_20', 'K线长度_max_20']","['true', 'false', 'true']"
"['fund_size_neutral', 'j_indicator_20', '成交额_std_10']","['true', 'false', 'true']"
"['fund_size_neutral', 'j_indicator_20', 'bais_5']","['true', 'false', 'true']"
"['fund_size_neutral', 'j_indicator_20', 'bais_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_20', 'bais_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_20', '涨跌幅_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_20', '涨跌幅_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_20', '量价相关系数_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_20', 'alpha150']","['true', 'false', 'true']"
"['fund_size_neutral', 'j_indicator_20', '涨跌幅_std_5']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_20', '涨跌幅_std_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_20', '涨跌幅_std_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_20', '涨跌幅_mean_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_20', '涨跌幅_mean_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'j_indicator_20', 'close']","['true', 'false', 'false']"
"['fund_size_neutral', 'investment_income_coverage', 'interest_income_coverage']","['true', 'false', 'true']"
"['fund_size_neutral', 'investment_income_coverage', 'profit_margin']","['true', 'false', 'true']"
"['fund_size_neutral', 'investment_income_coverage', 'peg']","['true', 'false', 'false']"
"['fund_size_neutral', 'investment_income_coverage', 'eps']","['true', 'false', 'false']"
"['fund_size_neutral', 'investment_income_coverage', 'expense_coverage_ratio']","['true', 'false', 'true']"
"['fund_size_neutral', 'investment_income_coverage', 'roa']","['true', 'false', 'false']"
"['fund_size_neutral', 'investment_income_coverage', 'debt_to_equity_ratio']","['true', 'false', 'false']"
"['fund_size_neutral', 'investment_income_coverage', 'roe']","['true', 'false', 'false']"
"['fund_size_neutral', 'investment_income_coverage', 'pb_ratio']","['true', 'false', 'false']"
"['fund_size_neutral', 'investment_income_coverage', 'pe_ratio']","['true', 'false', 'false']"
"['fund_size_neutral', 'investment_income_coverage', '成交额_std_5']","['true', 'false', 'true']"
"['fund_size_neutral', 'investment_income_coverage', 'Stochastic_K_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'investment_income_coverage', 'Volume_Ratio_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'investment_income_coverage', 'MeanAmplitude_5']","['true', 'false', 'false']"
"['fund_size_neutral', 'investment_income_coverage', '成交额_mean_5']","['true', 'false', 'true']"
"['fund_size_neutral', 'investment_income_coverage', 'On_balance_value']","['true', 'false', 'false']"
"['fund_size_neutral', 'investment_income_coverage', 'Popularity_Index_20']","['true', 'false', 'true']"
"['fund_size_neutral', 'investment_income_coverage', 'K线长度_max_20']","['true', 'false', 'true']"
"['fund_size_neutral', 'investment_income_coverage', '成交额_std_10']","['true', 'false', 'true']"
"['fund_size_neutral', 'investment_income_coverage', 'bais_5']","['true', 'false', 'true']"
"['fund_size_neutral', 'investment_income_coverage', 'bais_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'investment_income_coverage', 'bais_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'investment_income_coverage', '涨跌幅_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'investment_income_coverage', '涨跌幅_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'investment_income_coverage', '量价相关系数_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'investment_income_coverage', 'alpha150']","['true', 'false', 'true']"
"['fund_size_neutral', 'investment_income_coverage', '涨跌幅_std_5']","['true', 'false', 'false']"
"['fund_size_neutral', 'investment_income_coverage', '涨跌幅_std_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'investment_income_coverage', '涨跌幅_std_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'investment_income_coverage', '涨跌幅_mean_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'investment_income_coverage', '涨跌幅_mean_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'investment_income_coverage', 'close']","['true', 'false', 'false']"
"['fund_size_neutral', 'interest_income_coverage', 'profit_margin']","['true', 'true', 'true']"
"['fund_size_neutral', 'interest_income_coverage', 'peg']","['true', 'true', 'false']"
"['fund_size_neutral', 'interest_income_coverage', 'eps']","['true', 'true', 'false']"
"['fund_size_neutral', 'interest_income_coverage', 'expense_coverage_ratio']","['true', 'true', 'true']"
"['fund_size_neutral', 'interest_income_coverage', 'roa']","['true', 'true', 'false']"
"['fund_size_neutral', 'interest_income_coverage', 'debt_to_equity_ratio']","['true', 'true', 'false']"
"['fund_size_neutral', 'interest_income_coverage', 'roe']","['true', 'true', 'false']"
"['fund_size_neutral', 'interest_income_coverage', 'pb_ratio']","['true', 'true', 'false']"
"['fund_size_neutral', 'interest_income_coverage', 'pe_ratio']","['true', 'true', 'false']"
"['fund_size_neutral', 'interest_income_coverage', '成交额_std_5']","['true', 'true', 'true']"
"['fund_size_neutral', 'interest_income_coverage', 'Stochastic_K_20']","['true', 'true', 'false']"
"['fund_size_neutral', 'interest_income_coverage', 'Volume_Ratio_20']","['true', 'true', 'false']"
"['fund_size_neutral', 'interest_income_coverage', 'MeanAmplitude_5']","['true', 'true', 'false']"
"['fund_size_neutral', 'interest_income_coverage', '成交额_mean_5']","['true', 'true', 'true']"
"['fund_size_neutral', 'interest_income_coverage', 'On_balance_value']","['true', 'true', 'false']"
"['fund_size_neutral', 'interest_income_coverage', 'Popularity_Index_20']","['true', 'true', 'true']"
"['fund_size_neutral', 'interest_income_coverage', 'K线长度_max_20']","['true', 'true', 'true']"
"['fund_size_neutral', 'interest_income_coverage', '成交额_std_10']","['true', 'true', 'true']"
"['fund_size_neutral', 'interest_income_coverage', 'bais_5']","['true', 'true', 'true']"
"['fund_size_neutral', 'interest_income_coverage', 'bais_10']","['true', 'true', 'false']"
"['fund_size_neutral', 'interest_income_coverage', 'bais_20']","['true', 'true', 'false']"
"['fund_size_neutral', 'interest_income_coverage', '涨跌幅_10']","['true', 'true', 'false']"
"['fund_size_neutral', 'interest_income_coverage', '涨跌幅_20']","['true', 'true', 'false']"
"['fund_size_neutral', 'interest_income_coverage', '量价相关系数_10']","['true', 'true', 'false']"
"['fund_size_neutral', 'interest_income_coverage', 'alpha150']","['true', 'true', 'true']"
"['fund_size_neutral', 'interest_income_coverage', '涨跌幅_std_5']","['true', 'true', 'false']"
"['fund_size_neutral', 'interest_income_coverage', '涨跌幅_std_10']","['true', 'true', 'false']"
"['fund_size_neutral', 'interest_income_coverage', '涨跌幅_std_20']","['true', 'true', 'false']"
"['fund_size_neutral', 'interest_income_coverage', '涨跌幅_mean_10']","['true', 'true', 'false']"
"['fund_size_neutral', 'interest_income_coverage', '涨跌幅_mean_20']","['true', 'true', 'false']"
"['fund_size_neutral', 'interest_income_coverage', 'close']","['true', 'true', 'false']"
"['fund_size_neutral', 'profit_margin', 'peg']","['true', 'true', 'false']"
"['fund_size_neutral', 'profit_margin', 'eps']","['true', 'true', 'false']"
"['fund_size_neutral', 'profit_margin', 'expense_coverage_ratio']","['true', 'true', 'true']"
"['fund_size_neutral', 'profit_margin', 'roa']","['true', 'true', 'false']"
"['fund_size_neutral', 'profit_margin', 'debt_to_equity_ratio']","['true', 'true', 'false']"
"['fund_size_neutral', 'profit_margin', 'roe']","['true', 'true', 'false']"
"['fund_size_neutral', 'profit_margin', 'pb_ratio']","['true', 'true', 'false']"
"['fund_size_neutral', 'profit_margin', 'pe_ratio']","['true', 'true', 'false']"
"['fund_size_neutral', 'profit_margin', '成交额_std_5']","['true', 'true', 'true']"
"['fund_size_neutral', 'profit_margin', 'Stochastic_K_20']","['true', 'true', 'false']"
"['fund_size_neutral', 'profit_margin', 'Volume_Ratio_20']","['true', 'true', 'false']"
"['fund_size_neutral', 'profit_margin', 'MeanAmplitude_5']","['true', 'true', 'false']"
"['fund_size_neutral', 'profit_margin', '成交额_mean_5']","['true', 'true', 'true']"
"['fund_size_neutral', 'profit_margin', 'On_balance_value']","['true', 'true', 'false']"
"['fund_size_neutral', 'profit_margin', 'Popularity_Index_20']","['true', 'true', 'true']"
"['fund_size_neutral', 'profit_margin', 'K线长度_max_20']","['true', 'true', 'true']"
"['fund_size_neutral', 'profit_margin', '成交额_std_10']","['true', 'true', 'true']"
"['fund_size_neutral', 'profit_margin', 'bais_5']","['true', 'true', 'true']"
"['fund_size_neutral', 'profit_margin', 'bais_10']","['true', 'true', 'false']"
"['fund_size_neutral', 'profit_margin', 'bais_20']","['true', 'true', 'false']"
"['fund_size_neutral', 'profit_margin', '涨跌幅_10']","['true', 'true', 'false']"
"['fund_size_neutral', 'profit_margin', '涨跌幅_20']","['true', 'true', 'false']"
"['fund_size_neutral', 'profit_margin', '量价相关系数_10']","['true', 'true', 'false']"
"['fund_size_neutral', 'profit_margin', 'alpha150']","['true', 'true', 'true']"
"['fund_size_neutral', 'profit_margin', '涨跌幅_std_5']","['true', 'true', 'false']"
"['fund_size_neutral', 'profit_margin', '涨跌幅_std_10']","['true', 'true', 'false']"
"['fund_size_neutral', 'profit_margin', '涨跌幅_std_20']","['true', 'true', 'false']"
"['fund_size_neutral', 'profit_margin', '涨跌幅_mean_10']","['true', 'true', 'false']"
"['fund_size_neutral', 'profit_margin', '涨跌幅_mean_20']","['true', 'true', 'false']"
"['fund_size_neutral', 'profit_margin', 'close']","['true', 'true', 'false']"
"['fund_size_neutral', 'peg', 'eps']","['true', 'false', 'false']"
"['fund_size_neutral', 'peg', 'expense_coverage_ratio']","['true', 'false', 'true']"
"['fund_size_neutral', 'peg', 'roa']","['true', 'false', 'false']"
"['fund_size_neutral', 'peg', 'debt_to_equity_ratio']","['true', 'false', 'false']"
"['fund_size_neutral', 'peg', 'roe']","['true', 'false', 'false']"
"['fund_size_neutral', 'peg', 'pb_ratio']","['true', 'false', 'false']"
"['fund_size_neutral', 'peg', 'pe_ratio']","['true', 'false', 'false']"
"['fund_size_neutral', 'peg', '成交额_std_5']","['true', 'false', 'true']"
"['fund_size_neutral', 'peg', 'Stochastic_K_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'peg', 'Volume_Ratio_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'peg', 'MeanAmplitude_5']","['true', 'false', 'false']"
"['fund_size_neutral', 'peg', '成交额_mean_5']","['true', 'false', 'true']"
"['fund_size_neutral', 'peg', 'On_balance_value']","['true', 'false', 'false']"
"['fund_size_neutral', 'peg', 'Popularity_Index_20']","['true', 'false', 'true']"
"['fund_size_neutral', 'peg', 'K线长度_max_20']","['true', 'false', 'true']"
"['fund_size_neutral', 'peg', '成交额_std_10']","['true', 'false', 'true']"
"['fund_size_neutral', 'peg', 'bais_5']","['true', 'false', 'true']"
"['fund_size_neutral', 'peg', 'bais_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'peg', 'bais_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'peg', '涨跌幅_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'peg', '涨跌幅_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'peg', '量价相关系数_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'peg', 'alpha150']","['true', 'false', 'true']"
"['fund_size_neutral', 'peg', '涨跌幅_std_5']","['true', 'false', 'false']"
"['fund_size_neutral', 'peg', '涨跌幅_std_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'peg', '涨跌幅_std_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'peg', '涨跌幅_mean_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'peg', '涨跌幅_mean_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'peg', 'close']","['true', 'false', 'false']"
"['fund_size_neutral', 'eps', 'expense_coverage_ratio']","['true', 'false', 'true']"
"['fund_size_neutral', 'eps', 'roa']","['true', 'false', 'false']"
"['fund_size_neutral', 'eps', 'debt_to_equity_ratio']","['true', 'false', 'false']"
"['fund_size_neutral', 'eps', 'roe']","['true', 'false', 'false']"
"['fund_size_neutral', 'eps', 'pb_ratio']","['true', 'false', 'false']"
"['fund_size_neutral', 'eps', 'pe_ratio']","['true', 'false', 'false']"
"['fund_size_neutral', 'eps', '成交额_std_5']","['true', 'false', 'true']"
"['fund_size_neutral', 'eps', 'Stochastic_K_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'eps', 'Volume_Ratio_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'eps', 'MeanAmplitude_5']","['true', 'false', 'false']"
"['fund_size_neutral', 'eps', '成交额_mean_5']","['true', 'false', 'true']"
"['fund_size_neutral', 'eps', 'On_balance_value']","['true', 'false', 'false']"
"['fund_size_neutral', 'eps', 'Popularity_Index_20']","['true', 'false', 'true']"
"['fund_size_neutral', 'eps', 'K线长度_max_20']","['true', 'false', 'true']"
"['fund_size_neutral', 'eps', '成交额_std_10']","['true', 'false', 'true']"
"['fund_size_neutral', 'eps', 'bais_5']","['true', 'false', 'true']"
"['fund_size_neutral', 'eps', 'bais_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'eps', 'bais_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'eps', '涨跌幅_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'eps', '涨跌幅_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'eps', '量价相关系数_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'eps', 'alpha150']","['true', 'false', 'true']"
"['fund_size_neutral', 'eps', '涨跌幅_std_5']","['true', 'false', 'false']"
"['fund_size_neutral', 'eps', '涨跌幅_std_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'eps', '涨跌幅_std_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'eps', '涨跌幅_mean_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'eps', '涨跌幅_mean_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'eps', 'close']","['true', 'false', 'false']"
"['fund_size_neutral', 'expense_coverage_ratio', 'roa']","['true', 'true', 'false']"
"['fund_size_neutral', 'expense_coverage_ratio', 'debt_to_equity_ratio']","['true', 'true', 'false']"
"['fund_size_neutral', 'expense_coverage_ratio', 'roe']","['true', 'true', 'false']"
"['fund_size_neutral', 'expense_coverage_ratio', 'pb_ratio']","['true', 'true', 'false']"
"['fund_size_neutral', 'expense_coverage_ratio', 'pe_ratio']","['true', 'true', 'false']"
"['fund_size_neutral', 'expense_coverage_ratio', '成交额_std_5']","['true', 'true', 'true']"
"['fund_size_neutral', 'expense_coverage_ratio', 'Stochastic_K_20']","['true', 'true', 'false']"
"['fund_size_neutral', 'expense_coverage_ratio', 'Volume_Ratio_20']","['true', 'true', 'false']"
"['fund_size_neutral', 'expense_coverage_ratio', 'MeanAmplitude_5']","['true', 'true', 'false']"
"['fund_size_neutral', 'expense_coverage_ratio', '成交额_mean_5']","['true', 'true', 'true']"
"['fund_size_neutral', 'expense_coverage_ratio', 'On_balance_value']","['true', 'true', 'false']"
"['fund_size_neutral', 'expense_coverage_ratio', 'Popularity_Index_20']","['true', 'true', 'true']"
"['fund_size_neutral', 'expense_coverage_ratio', 'K线长度_max_20']","['true', 'true', 'true']"
"['fund_size_neutral', 'expense_coverage_ratio', '成交额_std_10']","['true', 'true', 'true']"
"['fund_size_neutral', 'expense_coverage_ratio', 'bais_5']","['true', 'true', 'true']"
"['fund_size_neutral', 'expense_coverage_ratio', 'bais_10']","['true', 'true', 'false']"
"['fund_size_neutral', 'expense_coverage_ratio', 'bais_20']","['true', 'true', 'false']"
"['fund_size_neutral', 'expense_coverage_ratio', '涨跌幅_10']","['true', 'true', 'false']"
"['fund_size_neutral', 'expense_coverage_ratio', '涨跌幅_20']","['true', 'true', 'false']"
"['fund_size_neutral', 'expense_coverage_ratio', '量价相关系数_10']","['true', 'true', 'false']"
"['fund_size_neutral', 'expense_coverage_ratio', 'alpha150']","['true', 'true', 'true']"
"['fund_size_neutral', 'expense_coverage_ratio', '涨跌幅_std_5']","['true', 'true', 'false']"
"['fund_size_neutral', 'expense_coverage_ratio', '涨跌幅_std_10']","['true', 'true', 'false']"
"['fund_size_neutral', 'expense_coverage_ratio', '涨跌幅_std_20']","['true', 'true', 'false']"
"['fund_size_neutral', 'expense_coverage_ratio', '涨跌幅_mean_10']","['true', 'true', 'false']"
"['fund_size_neutral', 'expense_coverage_ratio', '涨跌幅_mean_20']","['true', 'true', 'false']"
"['fund_size_neutral', 'expense_coverage_ratio', 'close']","['true', 'true', 'false']"
"['fund_size_neutral', 'roa', 'debt_to_equity_ratio']","['true', 'false', 'false']"
"['fund_size_neutral', 'roa', 'roe']","['true', 'false', 'false']"
"['fund_size_neutral', 'roa', 'pb_ratio']","['true', 'false', 'false']"
"['fund_size_neutral', 'roa', 'pe_ratio']","['true', 'false', 'false']"
"['fund_size_neutral', 'roa', '成交额_std_5']","['true', 'false', 'true']"
"['fund_size_neutral', 'roa', 'Stochastic_K_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'roa', 'Volume_Ratio_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'roa', 'MeanAmplitude_5']","['true', 'false', 'false']"
"['fund_size_neutral', 'roa', '成交额_mean_5']","['true', 'false', 'true']"
"['fund_size_neutral', 'roa', 'On_balance_value']","['true', 'false', 'false']"
"['fund_size_neutral', 'roa', 'Popularity_Index_20']","['true', 'false', 'true']"
"['fund_size_neutral', 'roa', 'K线长度_max_20']","['true', 'false', 'true']"
"['fund_size_neutral', 'roa', '成交额_std_10']","['true', 'false', 'true']"
"['fund_size_neutral', 'roa', 'bais_5']","['true', 'false', 'true']"
"['fund_size_neutral', 'roa', 'bais_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'roa', 'bais_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'roa', '涨跌幅_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'roa', '涨跌幅_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'roa', '量价相关系数_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'roa', 'alpha150']","['true', 'false', 'true']"
"['fund_size_neutral', 'roa', '涨跌幅_std_5']","['true', 'false', 'false']"
"['fund_size_neutral', 'roa', '涨跌幅_std_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'roa', '涨跌幅_std_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'roa', '涨跌幅_mean_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'roa', '涨跌幅_mean_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'roa', 'close']","['true', 'false', 'false']"
"['fund_size_neutral', 'debt_to_equity_ratio', 'roe']","['true', 'false', 'false']"
"['fund_size_neutral', 'debt_to_equity_ratio', 'pb_ratio']","['true', 'false', 'false']"
"['fund_size_neutral', 'debt_to_equity_ratio', 'pe_ratio']","['true', 'false', 'false']"
"['fund_size_neutral', 'debt_to_equity_ratio', '成交额_std_5']","['true', 'false', 'true']"
"['fund_size_neutral', 'debt_to_equity_ratio', 'Stochastic_K_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'debt_to_equity_ratio', 'Volume_Ratio_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'debt_to_equity_ratio', 'MeanAmplitude_5']","['true', 'false', 'false']"
"['fund_size_neutral', 'debt_to_equity_ratio', '成交额_mean_5']","['true', 'false', 'true']"
"['fund_size_neutral', 'debt_to_equity_ratio', 'On_balance_value']","['true', 'false', 'false']"
"['fund_size_neutral', 'debt_to_equity_ratio', 'Popularity_Index_20']","['true', 'false', 'true']"
"['fund_size_neutral', 'debt_to_equity_ratio', 'K线长度_max_20']","['true', 'false', 'true']"
"['fund_size_neutral', 'debt_to_equity_ratio', '成交额_std_10']","['true', 'false', 'true']"
"['fund_size_neutral', 'debt_to_equity_ratio', 'bais_5']","['true', 'false', 'true']"
"['fund_size_neutral', 'debt_to_equity_ratio', 'bais_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'debt_to_equity_ratio', 'bais_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'debt_to_equity_ratio', '涨跌幅_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'debt_to_equity_ratio', '涨跌幅_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'debt_to_equity_ratio', '量价相关系数_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'debt_to_equity_ratio', 'alpha150']","['true', 'false', 'true']"
"['fund_size_neutral', 'debt_to_equity_ratio', '涨跌幅_std_5']","['true', 'false', 'false']"
"['fund_size_neutral', 'debt_to_equity_ratio', '涨跌幅_std_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'debt_to_equity_ratio', '涨跌幅_std_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'debt_to_equity_ratio', '涨跌幅_mean_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'debt_to_equity_ratio', '涨跌幅_mean_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'debt_to_equity_ratio', 'close']","['true', 'false', 'false']"
"['fund_size_neutral', 'roe', 'pb_ratio']","['true', 'false', 'false']"
"['fund_size_neutral', 'roe', 'pe_ratio']","['true', 'false', 'false']"
"['fund_size_neutral', 'roe', '成交额_std_5']","['true', 'false', 'true']"
"['fund_size_neutral', 'roe', 'Stochastic_K_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'roe', 'Volume_Ratio_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'roe', 'MeanAmplitude_5']","['true', 'false', 'false']"
"['fund_size_neutral', 'roe', '成交额_mean_5']","['true', 'false', 'true']"
"['fund_size_neutral', 'roe', 'On_balance_value']","['true', 'false', 'false']"
"['fund_size_neutral', 'roe', 'Popularity_Index_20']","['true', 'false', 'true']"
"['fund_size_neutral', 'roe', 'K线长度_max_20']","['true', 'false', 'true']"
"['fund_size_neutral', 'roe', '成交额_std_10']","['true', 'false', 'true']"
"['fund_size_neutral', 'roe', 'bais_5']","['true', 'false', 'true']"
"['fund_size_neutral', 'roe', 'bais_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'roe', 'bais_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'roe', '涨跌幅_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'roe', '涨跌幅_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'roe', '量价相关系数_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'roe', 'alpha150']","['true', 'false', 'true']"
"['fund_size_neutral', 'roe', '涨跌幅_std_5']","['true', 'false', 'false']"
"['fund_size_neutral', 'roe', '涨跌幅_std_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'roe', '涨跌幅_std_20']","['true', 'false', 'false']"
"['fund_size_neutral', 'roe', '涨跌幅_mean_10']","['true', 'false', 'false']"
"['fund_size_neutral', 'roe', '涨跌幅_mean_20']","['true', 'false', 'false']"
