因子,方向
"['emv_5', '涨跌幅_mean_10']","['false', 'false']"
"['emv_5', '涨跌幅_mean_20']","['false', 'false']"
"['emv_5', 'close']","['false', 'false']"
"['emv_10', 'emv_20']","['false', 'false']"
"['emv_10', 'amplitude_5']","['false', 'false']"
"['emv_10', 'amplitude_10']","['false', 'false']"
"['emv_10', 'amplitude_20']","['false', 'false']"
"['emv_10', 'turnover_rate_5']","['false', 'true']"
"['emv_10', 'turnover_rate_10']","['false', 'true']"
"['emv_10', 'turnover_rate_20']","['false', 'true']"
"['emv_10', 'k_indicator_5']","['false', 'true']"
"['emv_10', 'k_indicator_10']","['false', 'false']"
"['emv_10', 'k_indicator_20']","['false', 'false']"
"['emv_10', 'd_indicator_5']","['false', 'false']"
"['emv_10', 'd_indicator_10']","['false', 'false']"
"['emv_10', 'd_indicator_20']","['false', 'false']"
"['emv_10', 'j_indicator_5']","['false', 'true']"
"['emv_10', 'j_indicator_10']","['false', 'false']"
"['emv_10', 'j_indicator_20']","['false', 'false']"
"['emv_10', 'investment_income_coverage']","['false', 'false']"
"['emv_10', 'interest_income_coverage']","['false', 'true']"
"['emv_10', 'profit_margin']","['false', 'true']"
"['emv_10', 'peg']","['false', 'false']"
"['emv_10', 'eps']","['false', 'false']"
"['emv_10', 'expense_coverage_ratio']","['false', 'true']"
"['emv_10', 'roa']","['false', 'false']"
"['emv_10', 'debt_to_equity_ratio']","['false', 'false']"
"['emv_10', 'roe']","['false', 'false']"
"['emv_10', 'pb_ratio']","['false', 'false']"
"['emv_10', 'pe_ratio']","['false', 'false']"
"['emv_10', '成交额_std_5']","['false', 'true']"
"['emv_10', 'Stochastic_K_20']","['false', 'false']"
"['emv_10', 'Volume_Ratio_20']","['false', 'false']"
"['emv_10', 'MeanAmplitude_5']","['false', 'false']"
"['emv_10', '成交额_mean_5']","['false', 'true']"
"['emv_10', 'On_balance_value']","['false', 'false']"
"['emv_10', 'Popularity_Index_20']","['false', 'true']"
"['emv_10', 'K线长度_max_20']","['false', 'true']"
"['emv_10', '成交额_std_10']","['false', 'true']"
"['emv_10', 'bais_5']","['false', 'true']"
"['emv_10', 'bais_10']","['false', 'false']"
"['emv_10', 'bais_20']","['false', 'false']"
"['emv_10', '涨跌幅_10']","['false', 'false']"
"['emv_10', '涨跌幅_20']","['false', 'false']"
"['emv_10', '量价相关系数_10']","['false', 'false']"
"['emv_10', 'alpha150']","['false', 'true']"
"['emv_10', '涨跌幅_std_5']","['false', 'false']"
"['emv_10', '涨跌幅_std_10']","['false', 'false']"
"['emv_10', '涨跌幅_std_20']","['false', 'false']"
"['emv_10', '涨跌幅_mean_10']","['false', 'false']"
"['emv_10', '涨跌幅_mean_20']","['false', 'false']"
"['emv_10', 'close']","['false', 'false']"
"['emv_20', 'amplitude_5']","['false', 'false']"
"['emv_20', 'amplitude_10']","['false', 'false']"
"['emv_20', 'amplitude_20']","['false', 'false']"
"['emv_20', 'turnover_rate_5']","['false', 'true']"
"['emv_20', 'turnover_rate_10']","['false', 'true']"
"['emv_20', 'turnover_rate_20']","['false', 'true']"
"['emv_20', 'k_indicator_5']","['false', 'true']"
"['emv_20', 'k_indicator_10']","['false', 'false']"
"['emv_20', 'k_indicator_20']","['false', 'false']"
"['emv_20', 'd_indicator_5']","['false', 'false']"
"['emv_20', 'd_indicator_10']","['false', 'false']"
"['emv_20', 'd_indicator_20']","['false', 'false']"
"['emv_20', 'j_indicator_5']","['false', 'true']"
"['emv_20', 'j_indicator_10']","['false', 'false']"
"['emv_20', 'j_indicator_20']","['false', 'false']"
"['emv_20', 'investment_income_coverage']","['false', 'false']"
"['emv_20', 'interest_income_coverage']","['false', 'true']"
"['emv_20', 'profit_margin']","['false', 'true']"
"['emv_20', 'peg']","['false', 'false']"
"['emv_20', 'eps']","['false', 'false']"
"['emv_20', 'expense_coverage_ratio']","['false', 'true']"
"['emv_20', 'roa']","['false', 'false']"
"['emv_20', 'debt_to_equity_ratio']","['false', 'false']"
"['emv_20', 'roe']","['false', 'false']"
"['emv_20', 'pb_ratio']","['false', 'false']"
"['emv_20', 'pe_ratio']","['false', 'false']"
"['emv_20', '成交额_std_5']","['false', 'true']"
"['emv_20', 'Stochastic_K_20']","['false', 'false']"
"['emv_20', 'Volume_Ratio_20']","['false', 'false']"
"['emv_20', 'MeanAmplitude_5']","['false', 'false']"
"['emv_20', '成交额_mean_5']","['false', 'true']"
"['emv_20', 'On_balance_value']","['false', 'false']"
"['emv_20', 'Popularity_Index_20']","['false', 'true']"
"['emv_20', 'K线长度_max_20']","['false', 'true']"
"['emv_20', '成交额_std_10']","['false', 'true']"
"['emv_20', 'bais_5']","['false', 'true']"
"['emv_20', 'bais_10']","['false', 'false']"
"['emv_20', 'bais_20']","['false', 'false']"
"['emv_20', '涨跌幅_10']","['false', 'false']"
"['emv_20', '涨跌幅_20']","['false', 'false']"
"['emv_20', '量价相关系数_10']","['false', 'false']"
"['emv_20', 'alpha150']","['false', 'true']"
"['emv_20', '涨跌幅_std_5']","['false', 'false']"
"['emv_20', '涨跌幅_std_10']","['false', 'false']"
"['emv_20', '涨跌幅_std_20']","['false', 'false']"
"['emv_20', '涨跌幅_mean_10']","['false', 'false']"
"['emv_20', '涨跌幅_mean_20']","['false', 'false']"
"['emv_20', 'close']","['false', 'false']"
"['amplitude_5', 'amplitude_10']","['false', 'false']"
"['amplitude_5', 'amplitude_20']","['false', 'false']"
"['amplitude_5', 'turnover_rate_5']","['false', 'true']"
"['amplitude_5', 'turnover_rate_10']","['false', 'true']"
"['amplitude_5', 'turnover_rate_20']","['false', 'true']"
"['amplitude_5', 'k_indicator_5']","['false', 'true']"
"['amplitude_5', 'k_indicator_10']","['false', 'false']"
"['amplitude_5', 'k_indicator_20']","['false', 'false']"
"['amplitude_5', 'd_indicator_5']","['false', 'false']"
"['amplitude_5', 'd_indicator_10']","['false', 'false']"
"['amplitude_5', 'd_indicator_20']","['false', 'false']"
"['amplitude_5', 'j_indicator_5']","['false', 'true']"
"['amplitude_5', 'j_indicator_10']","['false', 'false']"
"['amplitude_5', 'j_indicator_20']","['false', 'false']"
"['amplitude_5', 'investment_income_coverage']","['false', 'false']"
"['amplitude_5', 'interest_income_coverage']","['false', 'true']"
"['amplitude_5', 'profit_margin']","['false', 'true']"
"['amplitude_5', 'peg']","['false', 'false']"
"['amplitude_5', 'eps']","['false', 'false']"
"['amplitude_5', 'expense_coverage_ratio']","['false', 'true']"
"['amplitude_5', 'roa']","['false', 'false']"
"['amplitude_5', 'debt_to_equity_ratio']","['false', 'false']"
"['amplitude_5', 'roe']","['false', 'false']"
"['amplitude_5', 'pb_ratio']","['false', 'false']"
"['amplitude_5', 'pe_ratio']","['false', 'false']"
"['amplitude_5', '成交额_std_5']","['false', 'true']"
"['amplitude_5', 'Stochastic_K_20']","['false', 'false']"
"['amplitude_5', 'Volume_Ratio_20']","['false', 'false']"
"['amplitude_5', 'MeanAmplitude_5']","['false', 'false']"
"['amplitude_5', '成交额_mean_5']","['false', 'true']"
"['amplitude_5', 'On_balance_value']","['false', 'false']"
"['amplitude_5', 'Popularity_Index_20']","['false', 'true']"
"['amplitude_5', 'K线长度_max_20']","['false', 'true']"
"['amplitude_5', '成交额_std_10']","['false', 'true']"
"['amplitude_5', 'bais_5']","['false', 'true']"
"['amplitude_5', 'bais_10']","['false', 'false']"
"['amplitude_5', 'bais_20']","['false', 'false']"
"['amplitude_5', '涨跌幅_10']","['false', 'false']"
"['amplitude_5', '涨跌幅_20']","['false', 'false']"
"['amplitude_5', '量价相关系数_10']","['false', 'false']"
"['amplitude_5', 'alpha150']","['false', 'true']"
"['amplitude_5', '涨跌幅_std_5']","['false', 'false']"
"['amplitude_5', '涨跌幅_std_10']","['false', 'false']"
"['amplitude_5', '涨跌幅_std_20']","['false', 'false']"
"['amplitude_5', '涨跌幅_mean_10']","['false', 'false']"
"['amplitude_5', '涨跌幅_mean_20']","['false', 'false']"
"['amplitude_5', 'close']","['false', 'false']"
"['amplitude_10', 'amplitude_20']","['false', 'false']"
"['amplitude_10', 'turnover_rate_5']","['false', 'true']"
"['amplitude_10', 'turnover_rate_10']","['false', 'true']"
"['amplitude_10', 'turnover_rate_20']","['false', 'true']"
"['amplitude_10', 'k_indicator_5']","['false', 'true']"
"['amplitude_10', 'k_indicator_10']","['false', 'false']"
"['amplitude_10', 'k_indicator_20']","['false', 'false']"
"['amplitude_10', 'd_indicator_5']","['false', 'false']"
"['amplitude_10', 'd_indicator_10']","['false', 'false']"
"['amplitude_10', 'd_indicator_20']","['false', 'false']"
"['amplitude_10', 'j_indicator_5']","['false', 'true']"
"['amplitude_10', 'j_indicator_10']","['false', 'false']"
"['amplitude_10', 'j_indicator_20']","['false', 'false']"
"['amplitude_10', 'investment_income_coverage']","['false', 'false']"
"['amplitude_10', 'interest_income_coverage']","['false', 'true']"
"['amplitude_10', 'profit_margin']","['false', 'true']"
"['amplitude_10', 'peg']","['false', 'false']"
"['amplitude_10', 'eps']","['false', 'false']"
"['amplitude_10', 'expense_coverage_ratio']","['false', 'true']"
"['amplitude_10', 'roa']","['false', 'false']"
"['amplitude_10', 'debt_to_equity_ratio']","['false', 'false']"
"['amplitude_10', 'roe']","['false', 'false']"
"['amplitude_10', 'pb_ratio']","['false', 'false']"
"['amplitude_10', 'pe_ratio']","['false', 'false']"
"['amplitude_10', '成交额_std_5']","['false', 'true']"
"['amplitude_10', 'Stochastic_K_20']","['false', 'false']"
"['amplitude_10', 'Volume_Ratio_20']","['false', 'false']"
"['amplitude_10', 'MeanAmplitude_5']","['false', 'false']"
"['amplitude_10', '成交额_mean_5']","['false', 'true']"
"['amplitude_10', 'On_balance_value']","['false', 'false']"
"['amplitude_10', 'Popularity_Index_20']","['false', 'true']"
"['amplitude_10', 'K线长度_max_20']","['false', 'true']"
"['amplitude_10', '成交额_std_10']","['false', 'true']"
"['amplitude_10', 'bais_5']","['false', 'true']"
"['amplitude_10', 'bais_10']","['false', 'false']"
"['amplitude_10', 'bais_20']","['false', 'false']"
"['amplitude_10', '涨跌幅_10']","['false', 'false']"
"['amplitude_10', '涨跌幅_20']","['false', 'false']"
"['amplitude_10', '量价相关系数_10']","['false', 'false']"
"['amplitude_10', 'alpha150']","['false', 'true']"
"['amplitude_10', '涨跌幅_std_5']","['false', 'false']"
"['amplitude_10', '涨跌幅_std_10']","['false', 'false']"
"['amplitude_10', '涨跌幅_std_20']","['false', 'false']"
"['amplitude_10', '涨跌幅_mean_10']","['false', 'false']"
"['amplitude_10', '涨跌幅_mean_20']","['false', 'false']"
"['amplitude_10', 'close']","['false', 'false']"
"['amplitude_20', 'turnover_rate_5']","['false', 'true']"
"['amplitude_20', 'turnover_rate_10']","['false', 'true']"
"['amplitude_20', 'turnover_rate_20']","['false', 'true']"
"['amplitude_20', 'k_indicator_5']","['false', 'true']"
"['amplitude_20', 'k_indicator_10']","['false', 'false']"
"['amplitude_20', 'k_indicator_20']","['false', 'false']"
"['amplitude_20', 'd_indicator_5']","['false', 'false']"
"['amplitude_20', 'd_indicator_10']","['false', 'false']"
"['amplitude_20', 'd_indicator_20']","['false', 'false']"
"['amplitude_20', 'j_indicator_5']","['false', 'true']"
"['amplitude_20', 'j_indicator_10']","['false', 'false']"
"['amplitude_20', 'j_indicator_20']","['false', 'false']"
"['amplitude_20', 'investment_income_coverage']","['false', 'false']"
"['amplitude_20', 'interest_income_coverage']","['false', 'true']"
"['amplitude_20', 'profit_margin']","['false', 'true']"
"['amplitude_20', 'peg']","['false', 'false']"
"['amplitude_20', 'eps']","['false', 'false']"
"['amplitude_20', 'expense_coverage_ratio']","['false', 'true']"
"['amplitude_20', 'roa']","['false', 'false']"
"['amplitude_20', 'debt_to_equity_ratio']","['false', 'false']"
"['amplitude_20', 'roe']","['false', 'false']"
"['amplitude_20', 'pb_ratio']","['false', 'false']"
"['amplitude_20', 'pe_ratio']","['false', 'false']"
"['amplitude_20', '成交额_std_5']","['false', 'true']"
"['amplitude_20', 'Stochastic_K_20']","['false', 'false']"
"['amplitude_20', 'Volume_Ratio_20']","['false', 'false']"
"['amplitude_20', 'MeanAmplitude_5']","['false', 'false']"
"['amplitude_20', '成交额_mean_5']","['false', 'true']"
"['amplitude_20', 'On_balance_value']","['false', 'false']"
"['amplitude_20', 'Popularity_Index_20']","['false', 'true']"
"['amplitude_20', 'K线长度_max_20']","['false', 'true']"
"['amplitude_20', '成交额_std_10']","['false', 'true']"
"['amplitude_20', 'bais_5']","['false', 'true']"
"['amplitude_20', 'bais_10']","['false', 'false']"
"['amplitude_20', 'bais_20']","['false', 'false']"
"['amplitude_20', '涨跌幅_10']","['false', 'false']"
"['amplitude_20', '涨跌幅_20']","['false', 'false']"
"['amplitude_20', '量价相关系数_10']","['false', 'false']"
"['amplitude_20', 'alpha150']","['false', 'true']"
"['amplitude_20', '涨跌幅_std_5']","['false', 'false']"
"['amplitude_20', '涨跌幅_std_10']","['false', 'false']"
"['amplitude_20', '涨跌幅_std_20']","['false', 'false']"
"['amplitude_20', '涨跌幅_mean_10']","['false', 'false']"
"['amplitude_20', '涨跌幅_mean_20']","['false', 'false']"
"['amplitude_20', 'close']","['false', 'false']"
"['turnover_rate_5', 'turnover_rate_10']","['true', 'true']"
"['turnover_rate_5', 'turnover_rate_20']","['true', 'true']"
"['turnover_rate_5', 'k_indicator_5']","['true', 'true']"
"['turnover_rate_5', 'k_indicator_10']","['true', 'false']"
"['turnover_rate_5', 'k_indicator_20']","['true', 'false']"
"['turnover_rate_5', 'd_indicator_5']","['true', 'false']"
"['turnover_rate_5', 'd_indicator_10']","['true', 'false']"
"['turnover_rate_5', 'd_indicator_20']","['true', 'false']"
"['turnover_rate_5', 'j_indicator_5']","['true', 'true']"
"['turnover_rate_5', 'j_indicator_10']","['true', 'false']"
"['turnover_rate_5', 'j_indicator_20']","['true', 'false']"
"['turnover_rate_5', 'investment_income_coverage']","['true', 'false']"
"['turnover_rate_5', 'interest_income_coverage']","['true', 'true']"
"['turnover_rate_5', 'profit_margin']","['true', 'true']"
"['turnover_rate_5', 'peg']","['true', 'false']"
"['turnover_rate_5', 'eps']","['true', 'false']"
"['turnover_rate_5', 'expense_coverage_ratio']","['true', 'true']"
"['turnover_rate_5', 'roa']","['true', 'false']"
"['turnover_rate_5', 'debt_to_equity_ratio']","['true', 'false']"
"['turnover_rate_5', 'roe']","['true', 'false']"
"['turnover_rate_5', 'pb_ratio']","['true', 'false']"
"['turnover_rate_5', 'pe_ratio']","['true', 'false']"
"['turnover_rate_5', '成交额_std_5']","['true', 'true']"
"['turnover_rate_5', 'Stochastic_K_20']","['true', 'false']"
"['turnover_rate_5', 'Volume_Ratio_20']","['true', 'false']"
"['turnover_rate_5', 'MeanAmplitude_5']","['true', 'false']"
"['turnover_rate_5', '成交额_mean_5']","['true', 'true']"
"['turnover_rate_5', 'On_balance_value']","['true', 'false']"
"['turnover_rate_5', 'Popularity_Index_20']","['true', 'true']"
"['turnover_rate_5', 'K线长度_max_20']","['true', 'true']"
"['turnover_rate_5', '成交额_std_10']","['true', 'true']"
"['turnover_rate_5', 'bais_5']","['true', 'true']"
"['turnover_rate_5', 'bais_10']","['true', 'false']"
"['turnover_rate_5', 'bais_20']","['true', 'false']"
"['turnover_rate_5', '涨跌幅_10']","['true', 'false']"
"['turnover_rate_5', '涨跌幅_20']","['true', 'false']"
"['turnover_rate_5', '量价相关系数_10']","['true', 'false']"
"['turnover_rate_5', 'alpha150']","['true', 'true']"
"['turnover_rate_5', '涨跌幅_std_5']","['true', 'false']"
"['turnover_rate_5', '涨跌幅_std_10']","['true', 'false']"
"['turnover_rate_5', '涨跌幅_std_20']","['true', 'false']"
"['turnover_rate_5', '涨跌幅_mean_10']","['true', 'false']"
"['turnover_rate_5', '涨跌幅_mean_20']","['true', 'false']"
"['turnover_rate_5', 'close']","['true', 'false']"
"['turnover_rate_10', 'turnover_rate_20']","['true', 'true']"
"['turnover_rate_10', 'k_indicator_5']","['true', 'true']"
"['turnover_rate_10', 'k_indicator_10']","['true', 'false']"
"['turnover_rate_10', 'k_indicator_20']","['true', 'false']"
"['turnover_rate_10', 'd_indicator_5']","['true', 'false']"
"['turnover_rate_10', 'd_indicator_10']","['true', 'false']"
"['turnover_rate_10', 'd_indicator_20']","['true', 'false']"
"['turnover_rate_10', 'j_indicator_5']","['true', 'true']"
"['turnover_rate_10', 'j_indicator_10']","['true', 'false']"
"['turnover_rate_10', 'j_indicator_20']","['true', 'false']"
"['turnover_rate_10', 'investment_income_coverage']","['true', 'false']"
"['turnover_rate_10', 'interest_income_coverage']","['true', 'true']"
"['turnover_rate_10', 'profit_margin']","['true', 'true']"
"['turnover_rate_10', 'peg']","['true', 'false']"
"['turnover_rate_10', 'eps']","['true', 'false']"
"['turnover_rate_10', 'expense_coverage_ratio']","['true', 'true']"
"['turnover_rate_10', 'roa']","['true', 'false']"
"['turnover_rate_10', 'debt_to_equity_ratio']","['true', 'false']"
"['turnover_rate_10', 'roe']","['true', 'false']"
"['turnover_rate_10', 'pb_ratio']","['true', 'false']"
"['turnover_rate_10', 'pe_ratio']","['true', 'false']"
"['turnover_rate_10', '成交额_std_5']","['true', 'true']"
"['turnover_rate_10', 'Stochastic_K_20']","['true', 'false']"
"['turnover_rate_10', 'Volume_Ratio_20']","['true', 'false']"
"['turnover_rate_10', 'MeanAmplitude_5']","['true', 'false']"
"['turnover_rate_10', '成交额_mean_5']","['true', 'true']"
"['turnover_rate_10', 'On_balance_value']","['true', 'false']"
"['turnover_rate_10', 'Popularity_Index_20']","['true', 'true']"
"['turnover_rate_10', 'K线长度_max_20']","['true', 'true']"
"['turnover_rate_10', '成交额_std_10']","['true', 'true']"
"['turnover_rate_10', 'bais_5']","['true', 'true']"
"['turnover_rate_10', 'bais_10']","['true', 'false']"
"['turnover_rate_10', 'bais_20']","['true', 'false']"
"['turnover_rate_10', '涨跌幅_10']","['true', 'false']"
"['turnover_rate_10', '涨跌幅_20']","['true', 'false']"
"['turnover_rate_10', '量价相关系数_10']","['true', 'false']"
"['turnover_rate_10', 'alpha150']","['true', 'true']"
"['turnover_rate_10', '涨跌幅_std_5']","['true', 'false']"
"['turnover_rate_10', '涨跌幅_std_10']","['true', 'false']"
"['turnover_rate_10', '涨跌幅_std_20']","['true', 'false']"
"['turnover_rate_10', '涨跌幅_mean_10']","['true', 'false']"
"['turnover_rate_10', '涨跌幅_mean_20']","['true', 'false']"
"['turnover_rate_10', 'close']","['true', 'false']"
"['turnover_rate_20', 'k_indicator_5']","['true', 'true']"
"['turnover_rate_20', 'k_indicator_10']","['true', 'false']"
"['turnover_rate_20', 'k_indicator_20']","['true', 'false']"
"['turnover_rate_20', 'd_indicator_5']","['true', 'false']"
"['turnover_rate_20', 'd_indicator_10']","['true', 'false']"
"['turnover_rate_20', 'd_indicator_20']","['true', 'false']"
"['turnover_rate_20', 'j_indicator_5']","['true', 'true']"
"['turnover_rate_20', 'j_indicator_10']","['true', 'false']"
"['turnover_rate_20', 'j_indicator_20']","['true', 'false']"
"['turnover_rate_20', 'investment_income_coverage']","['true', 'false']"
"['turnover_rate_20', 'interest_income_coverage']","['true', 'true']"
"['turnover_rate_20', 'profit_margin']","['true', 'true']"
"['turnover_rate_20', 'peg']","['true', 'false']"
"['turnover_rate_20', 'eps']","['true', 'false']"
"['turnover_rate_20', 'expense_coverage_ratio']","['true', 'true']"
"['turnover_rate_20', 'roa']","['true', 'false']"
"['turnover_rate_20', 'debt_to_equity_ratio']","['true', 'false']"
"['turnover_rate_20', 'roe']","['true', 'false']"
"['turnover_rate_20', 'pb_ratio']","['true', 'false']"
"['turnover_rate_20', 'pe_ratio']","['true', 'false']"
"['turnover_rate_20', '成交额_std_5']","['true', 'true']"
"['turnover_rate_20', 'Stochastic_K_20']","['true', 'false']"
"['turnover_rate_20', 'Volume_Ratio_20']","['true', 'false']"
"['turnover_rate_20', 'MeanAmplitude_5']","['true', 'false']"
"['turnover_rate_20', '成交额_mean_5']","['true', 'true']"
"['turnover_rate_20', 'On_balance_value']","['true', 'false']"
"['turnover_rate_20', 'Popularity_Index_20']","['true', 'true']"
"['turnover_rate_20', 'K线长度_max_20']","['true', 'true']"
"['turnover_rate_20', '成交额_std_10']","['true', 'true']"
"['turnover_rate_20', 'bais_5']","['true', 'true']"
"['turnover_rate_20', 'bais_10']","['true', 'false']"
"['turnover_rate_20', 'bais_20']","['true', 'false']"
"['turnover_rate_20', '涨跌幅_10']","['true', 'false']"
"['turnover_rate_20', '涨跌幅_20']","['true', 'false']"
"['turnover_rate_20', '量价相关系数_10']","['true', 'false']"
"['turnover_rate_20', 'alpha150']","['true', 'true']"
"['turnover_rate_20', '涨跌幅_std_5']","['true', 'false']"
"['turnover_rate_20', '涨跌幅_std_10']","['true', 'false']"
"['turnover_rate_20', '涨跌幅_std_20']","['true', 'false']"
"['turnover_rate_20', '涨跌幅_mean_10']","['true', 'false']"
"['turnover_rate_20', '涨跌幅_mean_20']","['true', 'false']"
"['turnover_rate_20', 'close']","['true', 'false']"
"['k_indicator_5', 'k_indicator_10']","['true', 'false']"
"['k_indicator_5', 'k_indicator_20']","['true', 'false']"
"['k_indicator_5', 'd_indicator_5']","['true', 'false']"
"['k_indicator_5', 'd_indicator_10']","['true', 'false']"
"['k_indicator_5', 'd_indicator_20']","['true', 'false']"
"['k_indicator_5', 'j_indicator_5']","['true', 'true']"
"['k_indicator_5', 'j_indicator_10']","['true', 'false']"
"['k_indicator_5', 'j_indicator_20']","['true', 'false']"
"['k_indicator_5', 'investment_income_coverage']","['true', 'false']"
"['k_indicator_5', 'interest_income_coverage']","['true', 'true']"
"['k_indicator_5', 'profit_margin']","['true', 'true']"
"['k_indicator_5', 'peg']","['true', 'false']"
"['k_indicator_5', 'eps']","['true', 'false']"
"['k_indicator_5', 'expense_coverage_ratio']","['true', 'true']"
"['k_indicator_5', 'roa']","['true', 'false']"
"['k_indicator_5', 'debt_to_equity_ratio']","['true', 'false']"
"['k_indicator_5', 'roe']","['true', 'false']"
"['k_indicator_5', 'pb_ratio']","['true', 'false']"
"['k_indicator_5', 'pe_ratio']","['true', 'false']"
"['k_indicator_5', '成交额_std_5']","['true', 'true']"
"['k_indicator_5', 'Stochastic_K_20']","['true', 'false']"
"['k_indicator_5', 'Volume_Ratio_20']","['true', 'false']"
"['k_indicator_5', 'MeanAmplitude_5']","['true', 'false']"
"['k_indicator_5', '成交额_mean_5']","['true', 'true']"
"['k_indicator_5', 'On_balance_value']","['true', 'false']"
"['k_indicator_5', 'Popularity_Index_20']","['true', 'true']"
"['k_indicator_5', 'K线长度_max_20']","['true', 'true']"
"['k_indicator_5', '成交额_std_10']","['true', 'true']"
"['k_indicator_5', 'bais_5']","['true', 'true']"
"['k_indicator_5', 'bais_10']","['true', 'false']"
"['k_indicator_5', 'bais_20']","['true', 'false']"
"['k_indicator_5', '涨跌幅_10']","['true', 'false']"
"['k_indicator_5', '涨跌幅_20']","['true', 'false']"
"['k_indicator_5', '量价相关系数_10']","['true', 'false']"
"['k_indicator_5', 'alpha150']","['true', 'true']"
"['k_indicator_5', '涨跌幅_std_5']","['true', 'false']"
"['k_indicator_5', '涨跌幅_std_10']","['true', 'false']"
"['k_indicator_5', '涨跌幅_std_20']","['true', 'false']"
"['k_indicator_5', '涨跌幅_mean_10']","['true', 'false']"
"['k_indicator_5', '涨跌幅_mean_20']","['true', 'false']"
"['k_indicator_5', 'close']","['true', 'false']"
"['k_indicator_10', 'k_indicator_20']","['false', 'false']"
"['k_indicator_10', 'd_indicator_5']","['false', 'false']"
"['k_indicator_10', 'd_indicator_10']","['false', 'false']"
"['k_indicator_10', 'd_indicator_20']","['false', 'false']"
"['k_indicator_10', 'j_indicator_5']","['false', 'true']"
"['k_indicator_10', 'j_indicator_10']","['false', 'false']"
"['k_indicator_10', 'j_indicator_20']","['false', 'false']"
"['k_indicator_10', 'investment_income_coverage']","['false', 'false']"
"['k_indicator_10', 'interest_income_coverage']","['false', 'true']"
"['k_indicator_10', 'profit_margin']","['false', 'true']"
"['k_indicator_10', 'peg']","['false', 'false']"
"['k_indicator_10', 'eps']","['false', 'false']"
"['k_indicator_10', 'expense_coverage_ratio']","['false', 'true']"
"['k_indicator_10', 'roa']","['false', 'false']"
"['k_indicator_10', 'debt_to_equity_ratio']","['false', 'false']"
"['k_indicator_10', 'roe']","['false', 'false']"
"['k_indicator_10', 'pb_ratio']","['false', 'false']"
"['k_indicator_10', 'pe_ratio']","['false', 'false']"
"['k_indicator_10', '成交额_std_5']","['false', 'true']"
"['k_indicator_10', 'Stochastic_K_20']","['false', 'false']"
"['k_indicator_10', 'Volume_Ratio_20']","['false', 'false']"
"['k_indicator_10', 'MeanAmplitude_5']","['false', 'false']"
"['k_indicator_10', '成交额_mean_5']","['false', 'true']"
"['k_indicator_10', 'On_balance_value']","['false', 'false']"
"['k_indicator_10', 'Popularity_Index_20']","['false', 'true']"
"['k_indicator_10', 'K线长度_max_20']","['false', 'true']"
"['k_indicator_10', '成交额_std_10']","['false', 'true']"
"['k_indicator_10', 'bais_5']","['false', 'true']"
"['k_indicator_10', 'bais_10']","['false', 'false']"
"['k_indicator_10', 'bais_20']","['false', 'false']"
"['k_indicator_10', '涨跌幅_10']","['false', 'false']"
"['k_indicator_10', '涨跌幅_20']","['false', 'false']"
"['k_indicator_10', '量价相关系数_10']","['false', 'false']"
"['k_indicator_10', 'alpha150']","['false', 'true']"
"['k_indicator_10', '涨跌幅_std_5']","['false', 'false']"
"['k_indicator_10', '涨跌幅_std_10']","['false', 'false']"
"['k_indicator_10', '涨跌幅_std_20']","['false', 'false']"
"['k_indicator_10', '涨跌幅_mean_10']","['false', 'false']"
"['k_indicator_10', '涨跌幅_mean_20']","['false', 'false']"
"['k_indicator_10', 'close']","['false', 'false']"
"['k_indicator_20', 'd_indicator_5']","['false', 'false']"
"['k_indicator_20', 'd_indicator_10']","['false', 'false']"
"['k_indicator_20', 'd_indicator_20']","['false', 'false']"
"['k_indicator_20', 'j_indicator_5']","['false', 'true']"
"['k_indicator_20', 'j_indicator_10']","['false', 'false']"
"['k_indicator_20', 'j_indicator_20']","['false', 'false']"
"['k_indicator_20', 'investment_income_coverage']","['false', 'false']"
"['k_indicator_20', 'interest_income_coverage']","['false', 'true']"
"['k_indicator_20', 'profit_margin']","['false', 'true']"
"['k_indicator_20', 'peg']","['false', 'false']"
"['k_indicator_20', 'eps']","['false', 'false']"
"['k_indicator_20', 'expense_coverage_ratio']","['false', 'true']"
"['k_indicator_20', 'roa']","['false', 'false']"
"['k_indicator_20', 'debt_to_equity_ratio']","['false', 'false']"
"['k_indicator_20', 'roe']","['false', 'false']"
"['k_indicator_20', 'pb_ratio']","['false', 'false']"
"['k_indicator_20', 'pe_ratio']","['false', 'false']"
"['k_indicator_20', '成交额_std_5']","['false', 'true']"
"['k_indicator_20', 'Stochastic_K_20']","['false', 'false']"
"['k_indicator_20', 'Volume_Ratio_20']","['false', 'false']"
"['k_indicator_20', 'MeanAmplitude_5']","['false', 'false']"
"['k_indicator_20', '成交额_mean_5']","['false', 'true']"
"['k_indicator_20', 'On_balance_value']","['false', 'false']"
"['k_indicator_20', 'Popularity_Index_20']","['false', 'true']"
"['k_indicator_20', 'K线长度_max_20']","['false', 'true']"
"['k_indicator_20', '成交额_std_10']","['false', 'true']"
"['k_indicator_20', 'bais_5']","['false', 'true']"
"['k_indicator_20', 'bais_10']","['false', 'false']"
"['k_indicator_20', 'bais_20']","['false', 'false']"
"['k_indicator_20', '涨跌幅_10']","['false', 'false']"
"['k_indicator_20', '涨跌幅_20']","['false', 'false']"
"['k_indicator_20', '量价相关系数_10']","['false', 'false']"
"['k_indicator_20', 'alpha150']","['false', 'true']"
