因子,方向
"['eri_high_5', 'eri_low_10']","['false', 'false']"
"['eri_high_5', 'eri_low_20']","['false', 'false']"
"['eri_high_5', 'emv_5']","['false', 'false']"
"['eri_high_5', 'emv_10']","['false', 'false']"
"['eri_high_5', 'emv_20']","['false', 'false']"
"['eri_high_5', 'amplitude_5']","['false', 'false']"
"['eri_high_5', 'amplitude_10']","['false', 'false']"
"['eri_high_5', 'amplitude_20']","['false', 'false']"
"['eri_high_5', 'turnover_rate_5']","['false', 'true']"
"['eri_high_5', 'turnover_rate_10']","['false', 'true']"
"['eri_high_5', 'turnover_rate_20']","['false', 'true']"
"['eri_high_5', 'k_indicator_5']","['false', 'true']"
"['eri_high_5', 'k_indicator_10']","['false', 'false']"
"['eri_high_5', 'k_indicator_20']","['false', 'false']"
"['eri_high_5', 'd_indicator_5']","['false', 'false']"
"['eri_high_5', 'd_indicator_10']","['false', 'false']"
"['eri_high_5', 'd_indicator_20']","['false', 'false']"
"['eri_high_5', 'j_indicator_5']","['false', 'true']"
"['eri_high_5', 'j_indicator_10']","['false', 'false']"
"['eri_high_5', 'j_indicator_20']","['false', 'false']"
"['eri_high_5', 'investment_income_coverage']","['false', 'false']"
"['eri_high_5', 'interest_income_coverage']","['false', 'true']"
"['eri_high_5', 'profit_margin']","['false', 'true']"
"['eri_high_5', 'peg']","['false', 'false']"
"['eri_high_5', 'eps']","['false', 'false']"
"['eri_high_5', 'expense_coverage_ratio']","['false', 'true']"
"['eri_high_5', 'roa']","['false', 'false']"
"['eri_high_5', 'debt_to_equity_ratio']","['false', 'false']"
"['eri_high_5', 'roe']","['false', 'false']"
"['eri_high_5', 'pb_ratio']","['false', 'false']"
"['eri_high_5', 'pe_ratio']","['false', 'false']"
"['eri_high_5', '成交额_std_5']","['false', 'true']"
"['eri_high_5', 'Stochastic_K_20']","['false', 'false']"
"['eri_high_5', 'Volume_Ratio_20']","['false', 'false']"
"['eri_high_5', 'MeanAmplitude_5']","['false', 'false']"
"['eri_high_5', '成交额_mean_5']","['false', 'true']"
"['eri_high_5', 'On_balance_value']","['false', 'false']"
"['eri_high_5', 'Popularity_Index_20']","['false', 'true']"
"['eri_high_5', 'K线长度_max_20']","['false', 'true']"
"['eri_high_5', '成交额_std_10']","['false', 'true']"
"['eri_high_5', 'bais_5']","['false', 'true']"
"['eri_high_5', 'bais_10']","['false', 'false']"
"['eri_high_5', 'bais_20']","['false', 'false']"
"['eri_high_5', '涨跌幅_10']","['false', 'false']"
"['eri_high_5', '涨跌幅_20']","['false', 'false']"
"['eri_high_5', '量价相关系数_10']","['false', 'false']"
"['eri_high_5', 'alpha150']","['false', 'true']"
"['eri_high_5', '涨跌幅_std_5']","['false', 'false']"
"['eri_high_5', '涨跌幅_std_10']","['false', 'false']"
"['eri_high_5', '涨跌幅_std_20']","['false', 'false']"
"['eri_high_5', '涨跌幅_mean_10']","['false', 'false']"
"['eri_high_5', '涨跌幅_mean_20']","['false', 'false']"
"['eri_high_5', 'close']","['false', 'false']"
"['eri_high_10', 'eri_high_20']","['false', 'false']"
"['eri_high_10', 'eri_low_5']","['false', 'false']"
"['eri_high_10', 'eri_low_10']","['false', 'false']"
"['eri_high_10', 'eri_low_20']","['false', 'false']"
"['eri_high_10', 'emv_5']","['false', 'false']"
"['eri_high_10', 'emv_10']","['false', 'false']"
"['eri_high_10', 'emv_20']","['false', 'false']"
"['eri_high_10', 'amplitude_5']","['false', 'false']"
"['eri_high_10', 'amplitude_10']","['false', 'false']"
"['eri_high_10', 'amplitude_20']","['false', 'false']"
"['eri_high_10', 'turnover_rate_5']","['false', 'true']"
"['eri_high_10', 'turnover_rate_10']","['false', 'true']"
"['eri_high_10', 'turnover_rate_20']","['false', 'true']"
"['eri_high_10', 'k_indicator_5']","['false', 'true']"
"['eri_high_10', 'k_indicator_10']","['false', 'false']"
"['eri_high_10', 'k_indicator_20']","['false', 'false']"
"['eri_high_10', 'd_indicator_5']","['false', 'false']"
"['eri_high_10', 'd_indicator_10']","['false', 'false']"
"['eri_high_10', 'd_indicator_20']","['false', 'false']"
"['eri_high_10', 'j_indicator_5']","['false', 'true']"
"['eri_high_10', 'j_indicator_10']","['false', 'false']"
"['eri_high_10', 'j_indicator_20']","['false', 'false']"
"['eri_high_10', 'investment_income_coverage']","['false', 'false']"
"['eri_high_10', 'interest_income_coverage']","['false', 'true']"
"['eri_high_10', 'profit_margin']","['false', 'true']"
"['eri_high_10', 'peg']","['false', 'false']"
"['eri_high_10', 'eps']","['false', 'false']"
"['eri_high_10', 'expense_coverage_ratio']","['false', 'true']"
"['eri_high_10', 'roa']","['false', 'false']"
"['eri_high_10', 'debt_to_equity_ratio']","['false', 'false']"
"['eri_high_10', 'roe']","['false', 'false']"
"['eri_high_10', 'pb_ratio']","['false', 'false']"
"['eri_high_10', 'pe_ratio']","['false', 'false']"
"['eri_high_10', '成交额_std_5']","['false', 'true']"
"['eri_high_10', 'Stochastic_K_20']","['false', 'false']"
"['eri_high_10', 'Volume_Ratio_20']","['false', 'false']"
"['eri_high_10', 'MeanAmplitude_5']","['false', 'false']"
"['eri_high_10', '成交额_mean_5']","['false', 'true']"
"['eri_high_10', 'On_balance_value']","['false', 'false']"
"['eri_high_10', 'Popularity_Index_20']","['false', 'true']"
"['eri_high_10', 'K线长度_max_20']","['false', 'true']"
"['eri_high_10', '成交额_std_10']","['false', 'true']"
"['eri_high_10', 'bais_5']","['false', 'true']"
"['eri_high_10', 'bais_10']","['false', 'false']"
"['eri_high_10', 'bais_20']","['false', 'false']"
"['eri_high_10', '涨跌幅_10']","['false', 'false']"
"['eri_high_10', '涨跌幅_20']","['false', 'false']"
"['eri_high_10', '量价相关系数_10']","['false', 'false']"
"['eri_high_10', 'alpha150']","['false', 'true']"
"['eri_high_10', '涨跌幅_std_5']","['false', 'false']"
"['eri_high_10', '涨跌幅_std_10']","['false', 'false']"
"['eri_high_10', '涨跌幅_std_20']","['false', 'false']"
"['eri_high_10', '涨跌幅_mean_10']","['false', 'false']"
"['eri_high_10', '涨跌幅_mean_20']","['false', 'false']"
"['eri_high_10', 'close']","['false', 'false']"
"['eri_high_20', 'eri_low_5']","['false', 'false']"
"['eri_high_20', 'eri_low_10']","['false', 'false']"
"['eri_high_20', 'eri_low_20']","['false', 'false']"
"['eri_high_20', 'emv_5']","['false', 'false']"
"['eri_high_20', 'emv_10']","['false', 'false']"
"['eri_high_20', 'emv_20']","['false', 'false']"
"['eri_high_20', 'amplitude_5']","['false', 'false']"
"['eri_high_20', 'amplitude_10']","['false', 'false']"
"['eri_high_20', 'amplitude_20']","['false', 'false']"
"['eri_high_20', 'turnover_rate_5']","['false', 'true']"
"['eri_high_20', 'turnover_rate_10']","['false', 'true']"
"['eri_high_20', 'turnover_rate_20']","['false', 'true']"
"['eri_high_20', 'k_indicator_5']","['false', 'true']"
"['eri_high_20', 'k_indicator_10']","['false', 'false']"
"['eri_high_20', 'k_indicator_20']","['false', 'false']"
"['eri_high_20', 'd_indicator_5']","['false', 'false']"
"['eri_high_20', 'd_indicator_10']","['false', 'false']"
"['eri_high_20', 'd_indicator_20']","['false', 'false']"
"['eri_high_20', 'j_indicator_5']","['false', 'true']"
"['eri_high_20', 'j_indicator_10']","['false', 'false']"
"['eri_high_20', 'j_indicator_20']","['false', 'false']"
"['eri_high_20', 'investment_income_coverage']","['false', 'false']"
"['eri_high_20', 'interest_income_coverage']","['false', 'true']"
"['eri_high_20', 'profit_margin']","['false', 'true']"
"['eri_high_20', 'peg']","['false', 'false']"
"['eri_high_20', 'eps']","['false', 'false']"
"['eri_high_20', 'expense_coverage_ratio']","['false', 'true']"
"['eri_high_20', 'roa']","['false', 'false']"
"['eri_high_20', 'debt_to_equity_ratio']","['false', 'false']"
"['eri_high_20', 'roe']","['false', 'false']"
"['eri_high_20', 'pb_ratio']","['false', 'false']"
"['eri_high_20', 'pe_ratio']","['false', 'false']"
"['eri_high_20', '成交额_std_5']","['false', 'true']"
"['eri_high_20', 'Stochastic_K_20']","['false', 'false']"
"['eri_high_20', 'Volume_Ratio_20']","['false', 'false']"
"['eri_high_20', 'MeanAmplitude_5']","['false', 'false']"
"['eri_high_20', '成交额_mean_5']","['false', 'true']"
"['eri_high_20', 'On_balance_value']","['false', 'false']"
"['eri_high_20', 'Popularity_Index_20']","['false', 'true']"
"['eri_high_20', 'K线长度_max_20']","['false', 'true']"
"['eri_high_20', '成交额_std_10']","['false', 'true']"
"['eri_high_20', 'bais_5']","['false', 'true']"
"['eri_high_20', 'bais_10']","['false', 'false']"
"['eri_high_20', 'bais_20']","['false', 'false']"
"['eri_high_20', '涨跌幅_10']","['false', 'false']"
"['eri_high_20', '涨跌幅_20']","['false', 'false']"
"['eri_high_20', '量价相关系数_10']","['false', 'false']"
"['eri_high_20', 'alpha150']","['false', 'true']"
"['eri_high_20', '涨跌幅_std_5']","['false', 'false']"
"['eri_high_20', '涨跌幅_std_10']","['false', 'false']"
"['eri_high_20', '涨跌幅_std_20']","['false', 'false']"
"['eri_high_20', '涨跌幅_mean_10']","['false', 'false']"
"['eri_high_20', '涨跌幅_mean_20']","['false', 'false']"
"['eri_high_20', 'close']","['false', 'false']"
"['eri_low_5', 'eri_low_10']","['false', 'false']"
"['eri_low_5', 'eri_low_20']","['false', 'false']"
"['eri_low_5', 'emv_5']","['false', 'false']"
"['eri_low_5', 'emv_10']","['false', 'false']"
"['eri_low_5', 'emv_20']","['false', 'false']"
"['eri_low_5', 'amplitude_5']","['false', 'false']"
"['eri_low_5', 'amplitude_10']","['false', 'false']"
"['eri_low_5', 'amplitude_20']","['false', 'false']"
"['eri_low_5', 'turnover_rate_5']","['false', 'true']"
"['eri_low_5', 'turnover_rate_10']","['false', 'true']"
"['eri_low_5', 'turnover_rate_20']","['false', 'true']"
"['eri_low_5', 'k_indicator_5']","['false', 'true']"
"['eri_low_5', 'k_indicator_10']","['false', 'false']"
"['eri_low_5', 'k_indicator_20']","['false', 'false']"
"['eri_low_5', 'd_indicator_5']","['false', 'false']"
"['eri_low_5', 'd_indicator_10']","['false', 'false']"
"['eri_low_5', 'd_indicator_20']","['false', 'false']"
"['eri_low_5', 'j_indicator_5']","['false', 'true']"
"['eri_low_5', 'j_indicator_10']","['false', 'false']"
"['eri_low_5', 'j_indicator_20']","['false', 'false']"
"['eri_low_5', 'investment_income_coverage']","['false', 'false']"
"['eri_low_5', 'interest_income_coverage']","['false', 'true']"
"['eri_low_5', 'profit_margin']","['false', 'true']"
"['eri_low_5', 'peg']","['false', 'false']"
"['eri_low_5', 'eps']","['false', 'false']"
"['eri_low_5', 'expense_coverage_ratio']","['false', 'true']"
"['eri_low_5', 'roa']","['false', 'false']"
"['eri_low_5', 'debt_to_equity_ratio']","['false', 'false']"
"['eri_low_5', 'roe']","['false', 'false']"
"['eri_low_5', 'pb_ratio']","['false', 'false']"
"['eri_low_5', 'pe_ratio']","['false', 'false']"
"['eri_low_5', '成交额_std_5']","['false', 'true']"
"['eri_low_5', 'Stochastic_K_20']","['false', 'false']"
"['eri_low_5', 'Volume_Ratio_20']","['false', 'false']"
"['eri_low_5', 'MeanAmplitude_5']","['false', 'false']"
"['eri_low_5', '成交额_mean_5']","['false', 'true']"
"['eri_low_5', 'On_balance_value']","['false', 'false']"
"['eri_low_5', 'Popularity_Index_20']","['false', 'true']"
"['eri_low_5', 'K线长度_max_20']","['false', 'true']"
"['eri_low_5', '成交额_std_10']","['false', 'true']"
"['eri_low_5', 'bais_5']","['false', 'true']"
"['eri_low_5', 'bais_10']","['false', 'false']"
"['eri_low_5', 'bais_20']","['false', 'false']"
"['eri_low_5', '涨跌幅_10']","['false', 'false']"
"['eri_low_5', '涨跌幅_20']","['false', 'false']"
"['eri_low_5', '量价相关系数_10']","['false', 'false']"
"['eri_low_5', 'alpha150']","['false', 'true']"
"['eri_low_5', '涨跌幅_std_5']","['false', 'false']"
"['eri_low_5', '涨跌幅_std_10']","['false', 'false']"
"['eri_low_5', '涨跌幅_std_20']","['false', 'false']"
"['eri_low_5', '涨跌幅_mean_10']","['false', 'false']"
"['eri_low_5', '涨跌幅_mean_20']","['false', 'false']"
"['eri_low_5', 'close']","['false', 'false']"
"['eri_low_10', 'eri_low_20']","['false', 'false']"
"['eri_low_10', 'emv_5']","['false', 'false']"
"['eri_low_10', 'emv_10']","['false', 'false']"
"['eri_low_10', 'emv_20']","['false', 'false']"
"['eri_low_10', 'amplitude_5']","['false', 'false']"
"['eri_low_10', 'amplitude_10']","['false', 'false']"
"['eri_low_10', 'amplitude_20']","['false', 'false']"
"['eri_low_10', 'turnover_rate_5']","['false', 'true']"
"['eri_low_10', 'turnover_rate_10']","['false', 'true']"
"['eri_low_10', 'turnover_rate_20']","['false', 'true']"
"['eri_low_10', 'k_indicator_5']","['false', 'true']"
"['eri_low_10', 'k_indicator_10']","['false', 'false']"
"['eri_low_10', 'k_indicator_20']","['false', 'false']"
"['eri_low_10', 'd_indicator_5']","['false', 'false']"
"['eri_low_10', 'd_indicator_10']","['false', 'false']"
"['eri_low_10', 'd_indicator_20']","['false', 'false']"
"['eri_low_10', 'j_indicator_5']","['false', 'true']"
"['eri_low_10', 'j_indicator_10']","['false', 'false']"
"['eri_low_10', 'j_indicator_20']","['false', 'false']"
"['eri_low_10', 'investment_income_coverage']","['false', 'false']"
"['eri_low_10', 'interest_income_coverage']","['false', 'true']"
"['eri_low_10', 'profit_margin']","['false', 'true']"
"['eri_low_10', 'peg']","['false', 'false']"
"['eri_low_10', 'eps']","['false', 'false']"
"['eri_low_10', 'expense_coverage_ratio']","['false', 'true']"
"['eri_low_10', 'roa']","['false', 'false']"
"['eri_low_10', 'debt_to_equity_ratio']","['false', 'false']"
"['eri_low_10', 'roe']","['false', 'false']"
"['eri_low_10', 'pb_ratio']","['false', 'false']"
"['eri_low_10', 'pe_ratio']","['false', 'false']"
"['eri_low_10', '成交额_std_5']","['false', 'true']"
"['eri_low_10', 'Stochastic_K_20']","['false', 'false']"
"['eri_low_10', 'Volume_Ratio_20']","['false', 'false']"
"['eri_low_10', 'MeanAmplitude_5']","['false', 'false']"
"['eri_low_10', '成交额_mean_5']","['false', 'true']"
"['eri_low_10', 'On_balance_value']","['false', 'false']"
"['eri_low_10', 'Popularity_Index_20']","['false', 'true']"
"['eri_low_10', 'K线长度_max_20']","['false', 'true']"
"['eri_low_10', '成交额_std_10']","['false', 'true']"
"['eri_low_10', 'bais_5']","['false', 'true']"
"['eri_low_10', 'bais_10']","['false', 'false']"
"['eri_low_10', 'bais_20']","['false', 'false']"
"['eri_low_10', '涨跌幅_10']","['false', 'false']"
"['eri_low_10', '涨跌幅_20']","['false', 'false']"
"['eri_low_10', '量价相关系数_10']","['false', 'false']"
"['eri_low_10', 'alpha150']","['false', 'true']"
"['eri_low_10', '涨跌幅_std_5']","['false', 'false']"
"['eri_low_10', '涨跌幅_std_10']","['false', 'false']"
"['eri_low_10', '涨跌幅_std_20']","['false', 'false']"
"['eri_low_10', '涨跌幅_mean_10']","['false', 'false']"
"['eri_low_10', '涨跌幅_mean_20']","['false', 'false']"
"['eri_low_10', 'close']","['false', 'false']"
"['eri_low_20', 'emv_5']","['false', 'false']"
"['eri_low_20', 'emv_10']","['false', 'false']"
"['eri_low_20', 'emv_20']","['false', 'false']"
"['eri_low_20', 'amplitude_5']","['false', 'false']"
"['eri_low_20', 'amplitude_10']","['false', 'false']"
"['eri_low_20', 'amplitude_20']","['false', 'false']"
"['eri_low_20', 'turnover_rate_5']","['false', 'true']"
"['eri_low_20', 'turnover_rate_10']","['false', 'true']"
"['eri_low_20', 'turnover_rate_20']","['false', 'true']"
"['eri_low_20', 'k_indicator_5']","['false', 'true']"
"['eri_low_20', 'k_indicator_10']","['false', 'false']"
"['eri_low_20', 'k_indicator_20']","['false', 'false']"
"['eri_low_20', 'd_indicator_5']","['false', 'false']"
"['eri_low_20', 'd_indicator_10']","['false', 'false']"
"['eri_low_20', 'd_indicator_20']","['false', 'false']"
"['eri_low_20', 'j_indicator_5']","['false', 'true']"
"['eri_low_20', 'j_indicator_10']","['false', 'false']"
"['eri_low_20', 'j_indicator_20']","['false', 'false']"
"['eri_low_20', 'investment_income_coverage']","['false', 'false']"
"['eri_low_20', 'interest_income_coverage']","['false', 'true']"
"['eri_low_20', 'profit_margin']","['false', 'true']"
"['eri_low_20', 'peg']","['false', 'false']"
"['eri_low_20', 'eps']","['false', 'false']"
"['eri_low_20', 'expense_coverage_ratio']","['false', 'true']"
"['eri_low_20', 'roa']","['false', 'false']"
"['eri_low_20', 'debt_to_equity_ratio']","['false', 'false']"
"['eri_low_20', 'roe']","['false', 'false']"
"['eri_low_20', 'pb_ratio']","['false', 'false']"
"['eri_low_20', 'pe_ratio']","['false', 'false']"
"['eri_low_20', '成交额_std_5']","['false', 'true']"
"['eri_low_20', 'Stochastic_K_20']","['false', 'false']"
"['eri_low_20', 'Volume_Ratio_20']","['false', 'false']"
"['eri_low_20', 'MeanAmplitude_5']","['false', 'false']"
"['eri_low_20', '成交额_mean_5']","['false', 'true']"
"['eri_low_20', 'On_balance_value']","['false', 'false']"
"['eri_low_20', 'Popularity_Index_20']","['false', 'true']"
"['eri_low_20', 'K线长度_max_20']","['false', 'true']"
"['eri_low_20', '成交额_std_10']","['false', 'true']"
"['eri_low_20', 'bais_5']","['false', 'true']"
"['eri_low_20', 'bais_10']","['false', 'false']"
"['eri_low_20', 'bais_20']","['false', 'false']"
"['eri_low_20', '涨跌幅_10']","['false', 'false']"
"['eri_low_20', '涨跌幅_20']","['false', 'false']"
"['eri_low_20', '量价相关系数_10']","['false', 'false']"
"['eri_low_20', 'alpha150']","['false', 'true']"
"['eri_low_20', '涨跌幅_std_5']","['false', 'false']"
"['eri_low_20', '涨跌幅_std_10']","['false', 'false']"
"['eri_low_20', '涨跌幅_std_20']","['false', 'false']"
"['eri_low_20', '涨跌幅_mean_10']","['false', 'false']"
"['eri_low_20', '涨跌幅_mean_20']","['false', 'false']"
"['eri_low_20', 'close']","['false', 'false']"
"['emv_5', 'emv_10']","['false', 'false']"
"['emv_5', 'emv_20']","['false', 'false']"
"['emv_5', 'amplitude_5']","['false', 'false']"
"['emv_5', 'amplitude_10']","['false', 'false']"
"['emv_5', 'amplitude_20']","['false', 'false']"
"['emv_5', 'turnover_rate_5']","['false', 'true']"
"['emv_5', 'turnover_rate_10']","['false', 'true']"
"['emv_5', 'turnover_rate_20']","['false', 'true']"
"['emv_5', 'k_indicator_5']","['false', 'true']"
"['emv_5', 'k_indicator_10']","['false', 'false']"
"['emv_5', 'k_indicator_20']","['false', 'false']"
"['emv_5', 'd_indicator_5']","['false', 'false']"
"['emv_5', 'd_indicator_10']","['false', 'false']"
"['emv_5', 'd_indicator_20']","['false', 'false']"
"['emv_5', 'j_indicator_5']","['false', 'true']"
"['emv_5', 'j_indicator_10']","['false', 'false']"
"['emv_5', 'j_indicator_20']","['false', 'false']"
"['emv_5', 'investment_income_coverage']","['false', 'false']"
"['emv_5', 'interest_income_coverage']","['false', 'true']"
"['emv_5', 'profit_margin']","['false', 'true']"
"['emv_5', 'peg']","['false', 'false']"
"['emv_5', 'eps']","['false', 'false']"
"['emv_5', 'expense_coverage_ratio']","['false', 'true']"
"['emv_5', 'roa']","['false', 'false']"
"['emv_5', 'debt_to_equity_ratio']","['false', 'false']"
"['emv_5', 'roe']","['false', 'false']"
"['emv_5', 'pb_ratio']","['false', 'false']"
"['emv_5', 'pe_ratio']","['false', 'false']"
"['emv_5', '成交额_std_5']","['false', 'true']"
"['emv_5', 'Stochastic_K_20']","['false', 'false']"
"['emv_5', 'Volume_Ratio_20']","['false', 'false']"
"['emv_5', 'MeanAmplitude_5']","['false', 'false']"
"['emv_5', '成交额_mean_5']","['false', 'true']"
"['emv_5', 'On_balance_value']","['false', 'false']"
"['emv_5', 'Popularity_Index_20']","['false', 'true']"
"['emv_5', 'K线长度_max_20']","['false', 'true']"
"['emv_5', '成交额_std_10']","['false', 'true']"
"['emv_5', 'bais_5']","['false', 'true']"
"['emv_5', 'bais_10']","['false', 'false']"
"['emv_5', 'bais_20']","['false', 'false']"
"['emv_5', '涨跌幅_10']","['false', 'false']"
"['emv_5', '涨跌幅_20']","['false', 'false']"
"['emv_5', '量价相关系数_10']","['false', 'false']"
"['emv_5', 'alpha150']","['false', 'true']"
"['emv_5', '涨跌幅_std_5']","['false', 'false']"
"['emv_5', '涨跌幅_std_10']","['false', 'false']"
"['emv_5', '涨跌幅_std_20']","['false', 'false']"
